id,名称,价格,经度,纬度,房型,宜住,床位,评分,评价,喜欢,属性,房源数量,点评数,周边环境评分,设施设备评分,房东服务评分,房间卫生评分
881365738,同里湖景区｜摄影民宿 哈苏 | 北欧圆窗,259.0,31.156546,120.748524,1室,2人,1,4.9,超棒,180,个人房东,8,10,4.3,5.0,5.0,4.3
842851063,【青剑湖】苏州园区站/联合广场/清新一居,298.0,31.372072594600407,120.7174564464127,1室,2人,1,5.0,超棒,154,个人房东,8,9,4.7,4.9,5.0,4.7
878897383,平江路/拙政园狮子林/江南小调/二房,388.0,31.323654541609,120.64324742823344,2室1厅,4人,2,4.9,超棒,329,个人房东,8,15,4.9,4.8,4.9,4.9
1040911069,【苏州火车站】星空特惠-投影两居,428.0,31.339452,120.619634,2室1厅,5人,3,5.0,超棒,42,个人房东,8,1,5.0,5.0,5.0,5.0
519820017,苏州站 拙政园 虎丘 『奇缘雅舍房』,385.0,31.338981905010044,120.61963951715836,3室1厅,8人,4,4.9,超棒,74,个人房东,8,92,4.0,4.8,4.9,4.0
194123955,地铁口，平江路，拙政园，博物馆，附一院,698.0,31.314308,120.643814,3室1厅,6人,3,4.9,超棒,274,个人房东,8,52,4.7,4.8,4.9,4.7
954823929,城市生活广场/观景/舒适青春大床房23,199.0,31.35050345646569,120.619442332219,1室1厅,2人,1,5.0,超棒,15,个人房东,8,5,0.0,5.0,4.8,0.0
505013471,悠漫-南门地铁站/观前街/平江路博物馆,387.0,31.297530808400577,120.62300202640895,2室,4人,1,5.0,超棒,104,个人房东,8,13,5.0,5.0,5.0,5.0
230875755,瑞途1石路观前山塘街拙政园火车站地铁口,240.0,31.31531762142723,120.60718944506291,1室,2人,1,5.0,超棒,182,个人房东,8,60,5.0,5.0,4.9,5.0
982421223,苏州太湖湖景～高尔夫满眼绿～两居公寓,568.0,31.228688,120.399802,2室1厅,4人,2,5.0,超棒,30,个人房东,8,11,5.0,5.0,5.0,5.0
954809068,苏州北站高铁站圆融广场地铁二号线美式公寓,258.0,31.428253747524145,120.64653522639996,1室,2人,1,5.0,超棒,42,个人房东,8,7,5.0,5.0,5.0,5.0
505018566,【路客】【金粉世家】平江区·5min拙政,591.0,31.33106865442629,120.64219262373744,3室,6人,2,4.9,超棒,198,个人房东,8,9,5.0,5.0,5.0,5.0
9004039,火车站繁花一室大床房--柚子公寓,198.0,31.371706,120.612607,1室,2人,1,4.8,超棒,2031,个人房东,8,173,4.9,4.6,4.7,4.9
608150768,火车站 地铁小清新特色房,258.0,31.31702146506655,120.60866966697768,1室1厅,3人,2,4.9,超棒,222,个人房东,8,18,5.0,4.8,4.9,5.0
959118066,周庄本地人家小屋,450.0,31.121008822811252,120.85810016830102,2室1厅,4人,2,5.0,超棒,34,个人房东,8,7,5.0,4.9,5.0,5.0
474885354,同里古镇临河独栋两室一厅超大景观露台整租,680.0,31.1623733492118,120.7240703324402,2室1厅,5人,3,5.0,超棒,473,个人房东,8,74,5.0,5.0,5.0,5.0
799398620,【观前街】地铁四号口旁/拙政平江苏博山塘,288.0,31.318904,120.628799,1室,2人,1,5.0,超棒,302,个人房东,8,20,4.7,4.8,5.0,4.7
486149358,丰隆精选轻奢公寓十号,380.0,31.32417894829971,120.72433746661912,1室,2人,1,5.0,超棒,48,个人房东,8,10,5.0,5.0,5.0,5.0
144918883,【如院】古城市中心山塘街旁的独栋庭院民宿,1587.0,31.32055431237688,120.61291165116148,3室1厅,8人,4,5.0,超棒,474,个人房东,8,139,4.9,4.9,5.0,4.9
987967182,【有家&严选】山塘街/拙政园/平江路三居,388.0,31.306396,120.610326,3室2厅,6人,3,5.0,超棒,57,个人房东,8,3,5.0,4.7,5.0,5.0
8738914,【上居】地铁口近火车站/观前街一居双床房,248.0,31.347507,120.612108,1室,2人,2,4.8,超棒,246,个人房东,8,35,4.9,4.9,4.9,4.9
86893019,藤家民宿三棵树阳澄湖半岛影视城重元寺,338.0,31.419540030048186,120.78017892666448,1室1厅,3人,1,5.0,超棒,188,个人房东,8,57,4.8,4.9,5.0,4.8
879210703,苏州北站高铁站圆融广场地铁站简约北欧公寓,238.0,31.428253693126617,120.64651899999976,1室,2人,1,5.0,超棒,57,个人房东,8,6,0.0,5.0,4.8,0.0
982409949,闲乘月·钱舍-庭院·乘风,328.0,31.16243285825846,120.72490899999993,1室,2人,1,5.0,超棒,35,个人房东,8,4,0.0,5.0,5.0,0.0
921466622,苏州公馆 大学城 100寸投影豪装一房,218.0,31.221570508132107,120.60176367978264,1室,2人,1,5.0,超棒,50,个人房东,8,4,5.0,5.0,5.0,5.0
840016065,【汽车南站】地铁口/盘门景区/轻奢两居,428.0,31.28301176724598,120.63446200034583,2室,4人,2,4.9,超棒,60,个人房东,8,22,4.8,4.9,5.0,4.8
100731563,居观雅居,468.0,31.318826905332525,120.63407008943096,2室1厅,4人,2,5.0,超棒,136,个人房东,8,18,5.0,4.6,4.9,5.0
659089145,火车站温馨观景双人床近博物馆拙政园山塘街,219.0,31.339601355084582,120.61774453480515,1室,2人,1,4.8,超棒,69,个人房东,8,24,4.7,4.8,4.7,4.7
9123026,周庄花好月圆玫瑰轩豪华家庭房（二楼）,308.0,31.12022304988819,120.857985860528,1室1厅,3人,2,5.0,超棒,151,个人房东,8,57,4.7,4.9,5.0,4.7
798735042,山映.40平米带院子景区内超大床三号房,480.0,31.18053816469919,120.9059517857211,1室,2人,1,5.0,超棒,128,个人房东,8,5,4.8,4.8,5.0,4.8
1054993657,观前清新,228.0,31.314546360801486,120.63349183039506,1室,2人,2,5.0,超棒,53,个人房东,8,1,5.0,5.0,5.0,5.0
75083595,同里古镇景180°临河景观大床,267.0,31.164677,120.728366,1室,2人,1,5.0,超棒,52,个人房东,8,5,0.0,5.0,5.0,0.0
679613121,圆融118金鸡湖诚品书店地铁口独立公寓,358.0,31.334008881632897,120.72464799999992,1室,2人,2,4.8,超棒,176,个人房东,8,7,5.0,4.8,4.9,5.0
710559936,苏州璞玉五星套房东方之门金鸡湖环球188,999.0,31.31834090156936,120.67539778243554,2室1厅,4人,2,5.0,超棒,40,个人房东,8,13,5.0,5.0,5.0,5.0
892633334,金鸡湖圆弧落地窗《云梦阁》豪华大床房,399.0,31.323455879952615,120.72323099999991,1室,2人,1,5.0,超棒,26,个人房东,8,11,0.0,5.0,5.0,0.0
1017847526,小家大爱之粉黛，城市生活广场投影仪大床房,238.0,31.349578292320597,120.61656775458708,1室1厅,2人,2,5.0,超棒,25,个人房东,8,3,5.0,5.0,5.0,5.0
505018089,【路客】【流光溢彩】苏州园区·钟南街站·,377.0,31.340723444868907,120.76155496571369,2室,4人,2,4.9,超棒,24,个人房东,8,8,5.0,5.0,4.8,5.0
954806464,城市生活广场/观景/舒适大床房11,229.0,31.35051116612829,120.619442332219,1室1厅,3人,2,5.0,超棒,17,个人房东,8,3,0.0,5.0,5.0,0.0
840027373,【苏州火车站】地铁口/万达广场/清新一居,258.0,31.34965481054623,120.61707978872776,1室,2人,1,4.9,超棒,174,个人房东,8,40,5.0,4.8,4.9,5.0
805400791,苏州平江路山塘观前街博物馆秋海棠民国老宅,328.0,31.320168704517545,120.61901114557423,1室,3人,2,4.9,超棒,69,个人房东,8,17,4.8,4.9,4.9,4.8
78939027,常熟昆承湖畔高层景观精品公寓,188.0,31.60069593065126,120.7786769999999,1室,2人,1,4.9,超棒,238,个人房东,8,14,5.0,4.9,4.9,5.0
667543255,苏合农乐,420.0,31.121894547759727,120.2410041869755,2室1厅,4人,2,4.8,超棒,160,个人房东,8,19,4.5,4.8,4.9,4.5
57572483,地铁四号线御窑博物馆精装一居公寓,198.0,31.369850787286637,120.6158097262042,1室,2人,1,4.9,超棒,1278,个人房东,8,96,5.0,4.9,4.9,5.0
968076004,苏州太湖东山-巢园三万顷湖景豪华套房,988.0,31.054526,120.375757,1室1厅,2人,1,5.0,超棒,251,个人房东,8,2,5.0,5.0,5.0,5.0
979917012,喵屋●和火车站/万达广场/观前街/拙政园,273.0,31.34933965236232,120.61722599999976,1室1厅,2人,1,5.0,超棒,355,个人房东,8,10,0.0,5.0,5.0,0.0
517340865,苏州站地铁两站达 万达边 原木投影大床房,288.0,31.349586002059773,120.61656775458708,1室1厅,2人,1,5.0,超棒,33,个人房东,8,14,5.0,5.0,5.0,5.0
765777089,同里景区内/180度露台观景/度假河景房,1287.0,31.163212,120.728059,1室,2人,1,5.0,超棒,105,个人房东,8,19,5.0,5.0,5.0,5.0
635471607,姑苏懒居 观前街地铁口近，平江路，拙政园,428.0,31.318554,120.629381,2室1厅,4人,3,4.7,很好,147,个人房东,8,22,4.8,4.3,4.6,4.8
8769898,周庄贞固弄民宿-古典大床房（可加床）,138.0,31.120115,120.856071,1室,2人,1,4.9,超棒,72,个人房东,8,17,5.0,4.9,4.9,5.0
505041113,拙政园狮子林火车站附近陆慕地铁口五,298.0,31.358844938110877,120.62990759141026,2室1厅,4人,2,4.8,超棒,57,个人房东,8,50,5.0,4.9,4.8,5.0
1029950204,A&D湖景轩——吴中万达晶座唯美湖景公寓,218.0,31.259329182706445,120.6112845602384,1室,2人,1,5.0,超棒,10,个人房东,8,4,0.0,5.0,5.0,0.0
950469358,简单风NO.3观前街地铁口临近平江路,266.0,31.318603120227458,120.6279762345638,1室,2人,1,5.0,超棒,126,个人房东,8,5,4.7,4.6,5.0,4.7
835682047,金鸡湖摩天轮两室一厅圆床房,599.0,31.32309715669342,120.7233180233461,2室1厅,3人,2,4.8,超棒,19,个人房东,8,25,4.5,4.9,4.9,4.5
9122960,周庄花好月圆玉兰轩精致大床房（二楼）,188.0,31.12022029425399,120.8579769587301,1室,2人,1,5.0,超棒,110,个人房东,8,47,4.9,5.0,5.0,4.9
1037671625,水月阁 临河大床房 周庄水月黄昏民宿,168.0,31.118603,120.861502,1室,2人,1,5.0,超棒,25,个人房东,8,4,0.0,5.0,5.0,0.0
9003955,火车站旁 近拙政园平江路温馨两房,349.0,31.342501,120.644155,2室1厅,4人,2,5.0,超棒,738,个人房东,8,118,4.8,4.9,5.0,4.8
562189013,东山三山岛太湖国家湿地公园湖景别墅整租,1179.0,31.037814,120.307482,3室2厅,6人,3,5.0,超棒,261,个人房东,8,21,5.0,5.0,5.0,5.0
76237907,近阳澄青剑湖 奕欧来华谊影视复式双卧套房,368.0,31.3712004162405,120.7202690665363,2室1厅,4人,2,5.0,超棒,57,个人房东,8,16,4.8,4.8,5.0,4.8
612241605,拙政园步行500米/带庭院/可做饭两居,408.0,31.333992,120.639639,2室1厅,4人,2,4.6,很好,461,个人房东,8,35,3.9,4.2,4.5,3.9
188637235,苏州山塘豪华标准间,288.0,31.324383,120.608246,1室,2人,2,4.5,很好,223,个人房东,8,21,5.0,5.0,4.0,5.0
992705786,苏婉居―平江路旁的美食中心地,1387.0,31.31991420245675,120.64101963056868,4室1厅,10人,5,5.0,超棒,41,个人房东,8,13,5.0,5.0,5.0,5.0
877959389,【大床房2选1/不临河/有房可免费升级】,151.0,31.16323068651224,120.72245333162674,1室,2人,1,5.0,超棒,107,个人房东,8,10,5.0,5.0,5.0,5.0
573066975,观前街•地铁双床•拙政园•山塘街·平江路,328.0,31.315164878651615,120.63342099999991,1室,4人,2,5.0,超棒,117,个人房东,8,45,4.8,5.0,5.0,4.8
9003645,火车站 拙政园 狮子林 留园 虎丘时尚,468.0,31.338943,120.618919,2室1厅,4人,2,5.0,超棒,253,个人房东,8,176,4.5,5.0,5.0,4.5
8738906,西山太湖边躺在床上看太湖的舒适湖景家庭房,297.0,31.077002,120.303249,1室,3人,2,4.7,很好,253,个人房东,8,18,5.0,4.5,4.8,5.0
842830533,点头像看其他房-熊先生民宿10投影智能房,245.0,31.314798,120.607335,1室,2人,1,5.0,超棒,108,个人房东,8,30,5.0,5.0,5.0,5.0
135950763,点头像看地铁口多套整租【家的逸靖】の绿光,238.0,31.279076909416403,120.53590890284616,1室,2人,2,5.0,超棒,59,个人房东,8,33,0.0,5.0,5.0,0.0
883946186,【毛豆家.壹號】独墅湖地铁口Loft公寓,238.0,31.251520544995564,120.70204152386148,1室1厅,2人,1,5.0,超棒,85,个人房东,8,10,5.0,5.0,5.0,5.0
892634872,【溪地•平江1】平江路旁落地窗临河大床房,398.0,31.32768777010248,120.63916912121812,1室,2人,1,4.7,很好,155,个人房东,8,19,4.8,4.7,4.7,4.8
135949235,苏州太湖东山槎湾精品民宿,1879.0,31.05132435107468,120.39484783145926,6室1厅,12人,7,4.8,超棒,230,个人房东,8,48,3.8,4.8,4.9,3.8
137455291,芝田 吴江太湖湾湖景地铁公寓温馨家庭房,258.0,31.18548722836162,120.6422364508163,1室,3人,2,4.9,超棒,809,个人房东,8,48,4.0,4.8,4.9,4.0
900505836,【花筑·简园】同里古镇园景榻榻米地铺房,459.0,31.165755,120.72695,1室,2人,1,0.0,,20,个人房东,8,0,0.0,0.0,0.0,0.0
685450471,观前街 拙政园 平江路地铁旁豪装复式两房,348.0,31.283019482490616,120.63446200034583,2室1厅,4人,2,4.7,很好,78,个人房东,8,12,3.5,4.5,4.7,3.5
491421944,火车站附近陆慕地铁口欧式复式公寓拙政园一,298.0,31.359130169648004,120.62904521812068,2室1厅,4人,2,4.8,超棒,187,个人房东,8,58,4.3,4.7,4.7,4.3
842865382,【金鸡湖】博览中心/月光码头/地铁口一居,460.0,31.331279,120.725796,1室1厅,2人,1,4.9,超棒,71,个人房东,8,44,5.0,4.9,4.9,5.0
85347595,水月周庄湿地花园叠加别墅房,880.0,31.133043,120.862135,3室2厅,6人,3,5.0,超棒,219,个人房东,8,45,5.0,4.9,5.0,5.0
147402795,观前街 紧邻平江路 拙政园 100寸投影,298.0,31.31473799489823,120.6331376773582,1室,2人,1,4.5,很好,477,个人房东,8,25,3.7,3.7,4.3,3.7
672727750,金鸡湖湖景房 摩天轮旁 博览中心诚品书店,798.0,31.323447750596497,120.72216687741212,2室1厅,4人,2,4.9,超棒,150,个人房东,8,38,5.0,4.9,5.0,5.0
989642468,【高铁新城】圆融商场/高铁北站/休闲两居,308.0,31.425851,120.645737,2室1厅,4人,2,5.0,超棒,27,个人房东,8,7,4.5,4.9,5.0,4.5
842859244,【平江路】耦园/狮子林/拙政园/复式一居,328.0,31.31638195061582,120.64058844392387,1室1厅,2人,1,4.6,很好,470,个人房东,8,32,4.4,4.3,4.5,4.4
74699187,（4号）地铁直达火车站观前街拙政园狮子林,298.0,31.28117552089255,120.53565737730337,2室2厅,6人,4,5.0,超棒,105,个人房东,8,38,5.0,5.0,4.9,5.0
9200635,东山丽墅,2386.0,31.100360404315484,120.41924596626532,8室2厅,16人,11,5.0,超棒,149,个人房东,8,40,4.9,4.8,5.0,4.9
661649660,太湖青蛙村苏式别院,2378.0,31.046325573699693,120.3425486418234,9室2厅,22人,14,5.0,超棒,119,个人房东,8,38,5.0,5.0,5.0,5.0
904350423,高铁苏州北站2号线直达山塘街。可长租,228.0,31.428084276547764,120.64642742973876,1室,3人,2,5.0,超棒,52,个人房东,8,9,5.0,5.0,5.0,5.0
8683925,苏州同里静待花开民宿大床房,135.0,31.165129,120.724379,1室,2人,1,4.9,超棒,513,个人房东,8,57,4.8,4.7,4.8,4.8
534713049,苏州太湖西山、大如意圣境日式独栋度假,1679.0,31.11933262961574,120.2403310006142,6室1厅,15人,9,5.0,超棒,110,个人房东,8,17,4.7,5.0,5.0,4.7
950470394,高铁北站地铁2号线直达观前街石路山塘街0,228.0,31.42819212175034,120.64599624309396,1室,3人,2,5.0,超棒,43,个人房东,8,5,0.0,5.0,5.0,0.0
519821533,苏州站 拙政园 虎丘 『幸福时光房』,485.0,31.339498,120.618757,3室1厅,6人,3,4.9,超棒,74,个人房东,8,80,3.0,4.8,4.9,3.0
544805057,白日梦醒 平江路 观前街 拙政园 狮子林,268.0,31.327172045299587,120.64230344613088,1室,2人,1,4.8,超棒,98,个人房东,8,12,4.7,4.7,4.8,4.7
233979339,陌上居 苏州西山北欧度假别墅,1979.0,31.1152358536066,120.32973999999992,10室4厅,23人,14,5.0,超棒,185,个人房东,8,50,4.8,5.0,5.0,4.8
166834531,苏州站 拙政园 虎丘 平江路★大海房★,368.0,31.342515883006698,120.59925899999992,2室2厅,6人,3,4.9,超棒,135,个人房东,8,134,0.0,5.0,4.9,0.0
804611321,【叙姑苏-小乐子E】粉墙黛瓦，近地铁景点,458.0,31.325624,120.62621,1室1厅,2人,1,5.0,超棒,99,个人房东,8,30,4.9,5.0,5.0,4.9
944506065,温馨亲子精装两居,368.0,31.42853106300007,120.64136996971756,2室1厅,4人,2,4.9,超棒,14,个人房东,8,7,5.0,5.0,5.0,5.0
915624175,北笙·拙政园/苏州站/山塘街平江万达两居,348.0,31.352362,120.624811,2室1厅,4人,2,4.8,超棒,53,个人房东,8,5,4.5,4.6,5.0,4.5
954770141,【云深·如故】近平江路《都挺好》取景地,318.0,31.321382,120.640108,1室1厅,2人,1,5.0,超棒,51,个人房东,8,6,4.8,5.0,5.0,4.8
648879309,【有家】平江路观前街拙政园苏州博物馆两居,528.0,31.315335,120.641024,2室1厅,4人,2,4.9,超棒,428,个人房东,8,31,4.9,4.8,4.8,4.9
683574483,近平江路拙政园-日昇(观前店),530.0,31.31040458214919,120.62979081169397,1室,2人,1,5.0,超棒,152,个人房东,8,28,5.0,5.0,5.0,5.0
1002686162,露台遇缘,228.0,31.320855085400066,120.6240955547607,1室,2人,1,4.7,很好,21,个人房东,8,7,4.0,4.3,4.7,4.0
907074754,【孙武园】繁花商场/活力岛/轻奢一居,335.0,31.376805,120.612813,1室1厅,2人,1,4.9,超棒,11,个人房东,8,11,5.0,4.9,5.0,5.0
670835416,平江路【恰逢·西窗】情暖小居,358.0,31.321695702293724,120.6400225114526,1室,2人,1,5.0,超棒,149,个人房东,8,9,5.0,4.4,4.8,5.0
912659138,季香,300.0,31.119079,120.856577,1室,4人,2,5.0,超棒,13,个人房东,8,2,5.0,5.0,5.0,5.0
987945677,OneHouzz一宅一心西山家庭度假别墅,2278.0,31.108836936423938,120.30875744395873,4室2厅,10人,6,5.0,超棒,35,个人房东,8,8,0.0,5.0,5.0,0.0
8678517,太湖295平别墅-邻东山、温泉、园博园,1062.0,31.136501855591497,120.49560699999992,4室3厅,10人,6,4.9,超棒,179,个人房东,8,39,5.0,4.7,4.9,5.0
996608233,遇缘MONO3,228.0,31.320970767073685,120.62481419916868,1室,2人,2,4.8,超棒,65,个人房东,8,9,4.6,4.9,5.0,4.6
88693483,隐栖-竹院,3996.0,31.146823,120.31644,8室3厅,18人,9,5.0,超棒,398,个人房东,8,29,5.0,5.0,5.0,5.0
918842054,昆山南站高铁之家#三皮旅居21,198.0,31.362236772509764,120.95431299999984,1室,2人,1,5.0,超棒,60,个人房东,8,10,5.0,5.0,5.0,5.0
856208592,周庄古镇 临河观景大床房 落地大窗,168.0,31.12076,120.860002,1室,2人,1,5.0,超棒,8,个人房东,8,7,4.5,4.9,4.9,4.5
914309326,【毛豆家.⑤號】独墅湖地铁口湖景Loft,248.0,31.251705773112175,120.70333508379584,1室1厅,2人,1,5.0,超棒,37,个人房东,8,2,5.0,5.0,5.0,5.0
840001774,【诚品书店】金鸡湖/博览中心/精品一居,368.0,31.335907921091717,120.7176181414045,1室,2人,1,5.0,超棒,124,个人房东,8,26,5.0,5.0,5.0,5.0
840023245,【独墅湖】苏州大学/尹山湖/温馨三居室,488.0,31.242857,120.707918,3室1厅,6人,3,5.0,超棒,67,个人房东,8,15,5.0,5.0,5.0,5.0
1036389622,金鸡湖，博览会议中心，艺术中心诚品书店,268.0,31.335624403435887,120.71489599999992,1室,2人,1,5.0,超棒,26,个人房东,8,2,0.0,5.0,5.0,0.0
9744646,太湖山水、荷塘大床房-眷水精品民宿,540.0,31.07001409171746,120.3018913344418,1室,2人,1,4.8,超棒,114,个人房东,8,13,5.0,5.0,5.0,5.0
979910902,火车站发现岛繁花中心高性价比三室可住6人,359.0,31.376573885732416,120.6119594473209,3室,6人,3,5.0,超棒,73,个人房东,8,8,5.0,5.0,5.0,5.0
921494730,【路客】『白鹭』太湖风景区·侧湖景大床,543.0,31.073176857544585,120.29740421617235,1室1厅,1人,1,4.7,很好,87,个人房东,8,13,0.0,4.7,4.7,0.0
686363372,拙政园-平江路/缘宿-院里叁弄,398.0,31.329031880837103,120.64199299999991,1室,2人,1,4.9,超棒,295,个人房东,8,21,4.8,4.8,4.9,4.8
1047732440,近金鸡湖/东方之门/接聚会、轰趴、团建,1087.0,31.300856,120.687084,3室2厅,8人,4,5.0,超棒,1027,个人房东,8,30,0.0,5.0,5.0,0.0
8738806,西山太湖边180度宽景湖景阳台大床房,297.0,31.077002,120.303249,1室,2人,1,4.7,很好,298,个人房东,8,7,4.0,4.7,4.7,4.0
714216703,周庄古镇内 景区内 悦栖楠舍 舒适大床房,188.0,31.121129420450597,120.85674769878987,1室,2人,1,4.9,超棒,26,个人房东,8,10,4.7,4.9,4.9,4.7
57227371,摩天轮湖景房 丰隆城市 固定停车位,788.0,31.32419888007003,120.7255649999999,2室2厅,4人,2,5.0,超棒,248,个人房东,8,59,5.0,5.0,4.9,5.0
1045855470,观前街「森林物语」亲子/闺蜜/小憩的两居,498.0,31.32118808662833,120.63530935268643,2室2厅,4人,3,5.0,超棒,17,个人房东,8,9,0.0,5.0,5.0,0.0
989626584,鸿业房产近11号线兆丰站高端一室二床公寓,168.0,31.29144153078764,121.1581616658322,1室,3人,2,5.0,超棒,9,个人房东,8,5,0.0,5.0,5.0,0.0
767941871,苏州西山岛明月湾古村·浅庐·抱石标准间,380.0,31.073543,120.281097,1室,2人,2,5.0,超棒,60,个人房东,8,8,5.0,5.0,5.0,5.0
9765204,【夕拾】近平江路苏式独栋别墅房前有停车位,1789.0,31.313729338556488,120.64114966596252,4室2厅,8人,4,5.0,超棒,226,个人房东,8,63,5.0,5.0,5.0,5.0
954844400,空·生活体验民宿-同里古镇内大房间带后院,677.0,31.16625271734668,120.72449799999984,1室,2人,1,5.0,超棒,39,个人房东,8,10,5.0,5.0,5.0,5.0
1002686657,泰北.稻香Mini墅/苏州太湖西山岛,1979.0,31.115213,120.330524,3室2厅,8人,4,5.0,超棒,37,个人房东,8,5,5.0,5.0,5.0,5.0
532900062,同里景区内家庭出游必选loft双层带院子,499.0,31.16423281539606,120.7281826420617,1室,4人,2,4.9,超棒,170,个人房东,8,16,4.5,4.9,5.0,4.5
949846749,苏州高铁北站北欧风格地铁2号线直达山唐街,228.0,31.428353889319336,120.64651726028974,1室,2人,1,5.0,超棒,18,个人房东,8,5,4.0,5.0,5.0,4.0
9253914,火车站 拙政园 万达 地铁口 时尚家庭房,298.0,31.347424,120.622241,2室,4人,2,4.9,超棒,480,个人房东,8,55,4.0,5.0,4.8,4.0
842853609,【山塘街】火车站/阊门遗址温馨一居,198.0,31.32864399753745,120.6118516506597,1室1厅,2人,1,5.0,超棒,128,个人房东,8,14,4.7,5.0,5.0,4.7
229028483,ONEDAY-河边电影房,298.0,31.327384,120.640007,2室1厅,3人,2,4.7,很好,249,个人房东,8,12,4.8,4.8,4.6,4.8
549922032,I Love My Family  ‖,688.0,31.33590764581425,120.71762499999977,3室2厅,6人,3,4.9,超棒,124,个人房东,8,18,5.0,5.0,4.9,5.0
885862092,【清秋】平江路独栋私家庭院★步行达拙政园,328.0,31.327521,120.638943,1室,2人,1,5.0,超棒,47,个人房东,8,12,4.5,5.0,5.0,4.5
879608524,「叁间·帐篷屋」住在大儒巷里的古宅,98.0,31.3186077583796,120.63737599999985,1室,2人,1,5.0,超棒,60,个人房东,8,7,5.0,4.9,5.0,5.0
498510016,笔墨江南三居#苏州观前街#山塘街#有车位,549.0,31.331645,120.605263,3室2厅,6人,3,4.6,很好,231,个人房东,8,33,5.0,4.4,4.6,5.0
715746038,【怦然心动】北寺塔-群青自拍颜习室,499.0,31.330442194230635,120.62191306022534,2室,4人,2,4.9,超棒,62,个人房东,8,30,4.8,4.8,4.9,4.8
483354846,泰北Townhouse 1#别墅/西山岛,2978.0,31.15177135558468,120.31552929470692,6室3厅,14人,7,5.0,超棒,207,个人房东,8,21,5.0,5.0,5.0,5.0
997591748,朴璞.城宿：花桥绿地大道易买得店2居室,258.0,31.292748,121.133672,2室1厅,6人,3,5.0,超棒,27,个人房东,8,2,4.5,4.5,5.0,4.5
1020939973,木渎蓝色小鹿观阳房近灵岩山天平山苏州乐园,228.0,31.260063809928372,120.51258889180713,1室,2人,1,5.0,超棒,7,个人房东,8,1,0.0,5.0,5.0,0.0
521168094,《香溪民宿》佩琪苏站路地铁口美房nice,599.0,31.339177273026877,120.61915487445582,2室1厅,10人,4,5.0,超棒,32,个人房东,8,27,0.0,5.0,5.0,0.0
927015149,为爱-南门地铁站/火车站/观前/平江直达,365.0,31.29737662775788,120.63152599999978,1室1厅,2人,2,5.0,超棒,33,个人房东,8,7,5.0,5.0,4.9,5.0
236369515,【姑苏志仁里-民国五间房-白洋湾（二北】,266.0,31.324439,120.614442,1室,2人,1,4.9,超棒,141,个人房东,8,15,5.0,5.0,5.0,5.0
547015872,泳池篮球别墅7室/太湖缥缈峰万伊民宿,3677.0,31.145852,120.268269,7室2厅,24人,17,4.8,超棒,189,个人房东,8,21,5.0,4.7,4.8,5.0
516321990,苏州东山博雅园独栋三层湖边别墅苏式园林风,2448.0,31.092609411412266,120.42593548865214,7室3厅,13人,8,5.0,超棒,159,个人房东,8,28,5.0,5.0,5.0,5.0
205073979,5分钟步行拙政园平江路，古风庭院「憩园」,1879.0,31.32739473069897,120.63671674717588,4室1厅,8人,4,4.8,超棒,158,个人房东,8,24,5.0,4.4,4.8,5.0
761897182,石公山附近独栋别墅,1199.0,31.083398601696025,120.30111879170322,4室1厅,8人,6,4.9,超棒,56,个人房东,8,7,5.0,4.9,5.0,5.0
764350673,平江路 卫道28易安居 耦园拙政园狮子林,599.0,31.319799,120.643032,1室,2人,1,5.0,超棒,49,个人房东,8,14,0.0,5.0,5.0,0.0
1031952591,苏州•太湖西山全新独立两居室左邻右舍,528.0,31.131485160515616,120.24176774665898,2室1厅,5人,3,4.9,超棒,13,个人房东,8,5,4.5,4.4,4.8,4.5
874316028,『花舍』平江路边两居·近观前街·智能投影,468.0,31.323165,120.637268,2室,5人,3,4.9,超棒,118,个人房东,8,9,4.7,4.8,4.8,4.7
574025415,近三桥等热门景点，带浴缸精品北欧大床房,299.0,31.165763,120.723362,1室,2人,1,5.0,超棒,85,个人房东,8,1,0.0,5.0,5.0,0.0
615767768,【河景复式大床房—上善居】樽月·拾光美宿,271.0,31.16323068651224,120.72236999999993,1室,2人,1,4.8,超棒,218,个人房东,8,13,4.7,4.9,4.9,4.7
1029935812,东山诗和远方精品民宿.10人间,1779.0,31.088447260955412,120.3754176404335,5室1厅,10人,6,5.0,超棒,10,个人房东,8,3,5.0,5.0,5.0,5.0
233266491,《相知》同里古镇内中心位置靠近沿河街道,278.0,31.164415005651612,120.72378950025804,1室,2人,1,4.8,超棒,93,个人房东,8,2,0.0,4.5,5.0,0.0
895266501,君地联合生活广场，华谊兄弟电影世界,208.0,31.37217,120.717416,1室,2人,1,5.0,超棒,59,个人房东,8,6,5.0,5.0,5.0,5.0
714216166,周庄古镇内 景区内 悦栖楠舍 豪华观景房,268.0,31.12111396326905,120.85674769878987,1室,2人,1,4.9,超棒,101,个人房东,8,27,5.0,4.9,5.0,5.0
656614086,豪华公寓房,298.0,31.22381709349624,120.42599224064526,1室,2人,1,5.0,超棒,196,个人房东,8,9,5.0,4.8,5.0,5.0
1031944942,火车站观景浪漫双人床近博物馆拙政园山塘街,219.0,31.340071698381788,120.61812182311934,1室,2人,1,5.0,超棒,10,个人房东,8,6,5.0,5.0,5.0,5.0
